,T7,F8,Cz,P4
2528,514.62890625,-980.7289428710938,395.7468566894531,353.11199951171875
2529,495.17022705078125,-1003.983642578125,379.3174743652344,337.37451171875
2530,500.8960266113281,-996.7207641601562,380.9480895996094,338.3768005371094
2531,518.2678833007811,-982.9242553710938,397.4747009277344,348.7662353515625
2532,516.1959228515625,-980.6354370117188,396.1283264160156,353.95721435546875
2533,496.3034362792969,-998.78515625,369.1187744140625,336.18896484375
2534,489.7548522949219,-1002.9888305664062,365.954833984375,327.280517578125
2535,517.1346435546875,-980.8897705078124,393.244873046875,347.00848388671875
2536,512.5346069335939,-986.41357421875,389.6844787597656,340.7628479003906
2537,489.84088134765625,-1006.8072509765624,375.6561279296875,329.4982604980469
2538,485.49884033203125,-1002.753173828125,372.69036865234375,330.04803466796875
2539,509.7371520996094,-978.3353881835938,391.543212890625,344.8094177246094
2540,514.0455322265625,-981.3646850585938,393.31591796875,344.9403076171875
2541,499.6917724609375,-1003.6619873046876,375.42425537109375,332.867919921875
2542,489.66510009765625,-999.443359375,370.510009765625,331.5215759277344
2543,518.9896850585939,-979.4124755859376,399.5353698730469,346.8102722167969
2544,522.198486328125,-985.3963012695312,400.39556884765625,346.00244140625
2545,495.0655212402344,-1002.6260375976562,379.5718078613281,333.36907958984375
2546,493.1544189453125,-997.3789672851562,382.7619323730469,335.6653747558594
2547,519.3300170898439,-980.474609375,401.1023864746094,352.68939208984375
2548,524.2965698242189,-974.7750244140624,411.6077880859375,360.696533203125
2549,492.7579956054688,-998.6130981445312,385.07318115234375,340.2878723144531
2550,506.3712463378906,-1001.8518676757812,387.5751953125,338.2832946777344
2551,523.2381591796875,-986.1854248046876,405.1601867675781,354.6827697753906
2552,522.2171630859375,-981.7050170898438,406.1699523925781,356.201171875
2553,496.6587219238281,-1006.9830322265624,382.7320251464844,341.0545654296875
2554,502.5752258300781,-996.1971435546876,387.0553283691406,338.35809326171875
2555,516.588623046875,-986.013427734375,400.3506774902344,343.87445068359375
2556,525.732666015625,-979.5433959960938,407.0824890136719,353.126953125
2557,501.27001953125,-1004.70166015625,379.3810729980469,335.59429931640625
2558,497.8442687988281,-1002.3679809570312,376.0749816894531,340.00738525390625
2559,519.1205444335939,-986.5594482421876,394.3818054199219,356.8107604980469
2560,519.25146484375,-987.0306396484376,398.60040283203125,356.9042663574219
2561,503.8355712890625,-1009.043701171875,385.1554565429688,344.9590148925781
2562,489.0031433105469,-1010.3078002929688,383.6295776367188,340.5571594238281
2563,520.1527709960939,-991.896240234375,402.68438720703125,358.127197265625
2564,516.1735229492189,-991.6531982421876,401.7531433105469,360.7339172363281
2565,497.2870178222656,-1008.5313110351562,385.6453857421875,338.1711120605469
2566,489.4107971191406,-1004.4847412109376,381.65118408203125,336.1328430175781
2567,520.9830322265625,-984.947509765625,402.4263305664063,349.96673583984375
2568,509.5912780761719,-983.5936889648438,404.3897705078125,356.4442443847656
2569,489.84088134765625,-1005.7713012695312,382.552490234375,341.5220642089844
2570,493.8276062011719,-1006.661376953125,381.2510070800781,335.8448791503906
2571,516.7494506835939,-984.5436401367188,406.22607421875,353.1344299316406
2572,520.7212524414061,-985.5608520507812,406.3045959472656,355.3783874511719
2573,499.3402099609375,-1008.10498046875,388.3493347167969,337.4044189453125
2574,488.6515808105469,-1006.3472290039062,376.7257385253906,329.89471435546875
2575,523.6832275390625,-981.353515625,402.5160827636719,354.2788391113281
2576,517.8864135742189,-983.4141845703124,398.8472290039063,347.9546813964844
2577,499.23175048828125,-1004.0098266601562,380.66009521484375,340.0934143066406
2578,493.722900390625,-1007.6561889648438,378.9584655761719,336.36474609375
2579,517.1608276367189,-989.2109985351562,398.3685302734375,350.2098388671875
2580,520.42578125,-985.0485229492188,407.15728759765625,356.9491271972656
2581,497.51513671875,-1005.1654052734376,382.9489135742188,341.6866149902344
2582,500.2078857421875,-1005.651611328125,380.4768371582031,336.6227722167969
2583,520.0667724609375,-974.8123779296876,400.3207702636719,355.2026062011719
2584,521.4879150390625,-983.3880004882812,397.5943603515625,350.4866027832031
2585,497.7919006347656,-1001.1300659179688,383.3341369628906,337.6250915527344
2586,496.27349853515625,-1004.8662109375,377.45501708984375,336.0767517089844
2587,524.0796508789061,-982.105224609375,404.9844055175781,354.2938232421875
2588,513.7313842773439,-988.1937866210938,402.84893798828125,353.7029113769531
2589,501.1129455566406,-1009.3541259765624,387.56768798828125,345.7481384277344
2590,497.0065307617188,-1004.8139038085938,383.1246948242188,336.1328430175781
2591,522.8716430664061,-982.587646484375,402.7703857421875,351.8479309082031
2592,528.795654296875,-975.3845825195312,400.35443115234375,348.971923828125
2593,496.7933654785156,-1000.4344482421876,373.91705322265625,330.3023681640625
2594,496.0042419433594,-996.836669921875,375.6075134277344,331.7684020996094
2595,515.6162719726561,-981.8508911132812,397.1119384765625,345.69952392578125
2596,522.572509765625,-978.8627319335938,404.37481689453125,349.4244689941406
2597,489.1864013671875,-1000.5242309570312,378.2254333496094,330.6277160644531
2598,486.84521484375,-999.9782104492188,374.3845520019531,326.0463562011719
2599,518.3576049804689,-978.7916870117188,394.35186767578125,342.93572998046875
2600,520.41455078125,-980.1641845703124,392.81103515625,348.994384765625
2601,496.7110595703125,-1002.7008666992188,372.14434814453125,331.33831787109375
2602,499.9722595214844,-1007.3270874023438,376.284423828125,332.26580810546875
2603,520.7623901367189,-987.3934326171876,399.0529479980469,349.3833312988281
2604,523.922607421875,-987.8609008789062,399.6401062011719,345.2170715332031
2605,504.217041015625,-1004.2753295898438,380.95928955078125,338.83306884765625
2606,498.1995544433594,-1008.7819213867188,383.4986877441406,332.3144226074219
2607,522.9651489257811,-983.5450439453124,399.8009033203125,348.28753662109375
2608,526.7349853515625,-982.247314453125,400.9527893066406,356.09271240234375
2609,496.950439453125,-1007.3383178710938,380.0692138671875,335.3848876953125
2610,493.80889892578125,-1007.3345947265624,378.7714538574219,339.0163269042969
2611,512.3326416015625,-983.6759643554688,399.172607421875,352.26678466796875
2612,509.7221984863281,-984.3641357421876,394.1798400878906,347.1655578613281
2613,492.197021484375,-1000.140869140625,379.4708251953125,338.8405456542969
2614,487.5632629394531,-1004.411865234375,374.6687927246094,334.1170654296875
2615,518.23046875,-992.511474609375,396.6743469238281,350.03033447265625
2616,518.4099731445311,-985.3607788085938,394.6585388183594,345.6509094238281
2617,497.7619934082031,-1008.0806884765624,370.9476013183594,335.6728515625
2618,500.2565002441406,-1010.635009765625,372.71282958984375,331.86187744140625
2619,525.4409790039061,-983.0345458984376,394.6361083984375,347.0533752441406
2620,512.7515258789061,-981.4563598632812,389.1534118652344,345.77056884765625
2621,490.4242858886719,-1000.5335693359376,376.3143310546875,333.8590087890625
2622,491.3218688964844,-1004.0827026367188,374.6575622558594,332.6398010253906
2623,515.2908935546875,-985.4542846679688,390.4923095703125,344.7907409667969
2624,511.8501892089844,-983.6217651367188,397.1081848144531,348.58673095703125
2625,493.4237060546875,-1007.9049072265624,382.7357482910156,330.8782958984375
2626,485.1024169921875,-999.6098022460938,376.20587158203125,326.951416015625
2627,514.6775512695311,-977.8211669921876,399.3558654785156,346.6419677734375
2628,516.6297607421875,-979.0814819335938,400.95654296875,355.8421325683594
2629,493.0384826660156,-998.6898193359376,382.4477844238281,339.5473937988281
2630,489.4668884277344,-1001.0534057617188,377.08477783203125,335.3699035644531
2631,507.3623046875,-984.0069580078124,398.91455078125,351.58612060546875
2632,520.7511596679689,-985.3009643554688,397.1044616699219,352.0947570800781
2633,491.5200805664063,-1004.2958984375,371.0822143554688,335.5045471191406
2634,490.143798828125,-1006.8577270507812,374.69122314453125,333.4737854003906
2635,514.886962890625,-982.6830444335938,392.1191711425781,344.1175537109375
2636,522.9577026367189,-980.8168334960938,400.83685302734375,351.75067138671875
2637,488.9507751464844,-1001.0272216796876,385.94085693359375,336.06927490234375
2638,488.4571228027344,-1007.1083374023438,380.7274169921875,332.97637939453125
2639,516.7420043945311,-984.6913452148438,403.5445556640625,348.8111267089844
2640,514.382080078125,-985.4131469726562,403.04339599609375,353.3663024902344
2641,494.31005859375,-1004.4530029296876,385.9595336914063,341.3948974609375
2642,486.8227844238281,-1005.4851684570312,377.4624938964844,331.66741943359375
2643,508.2000427246094,-983.5170288085938,394.92034912109375,348.6241149902344
2644,515.3993530273439,-985.84326171875,398.2750244140625,346.99725341796875
2645,489.134033203125,-1007.1195068359376,371.4038696289063,327.47125244140625
2646,495.0542907714844,-1006.573486328125,368.303466796875,329.85357666015625
2647,521.8731079101561,-979.8145141601562,387.0516052246094,346.2679748535156
2648,520.4556884765625,-976.3327026367188,389.9986267089844,346.7429504394531
2649,497.6161193847656,-1000.6046142578124,371.2392883300781,329.322509765625
2650,491.60235595703125,-998.5364379882812,370.00140380859375,328.5820007324219
2651,506.3338317871094,-977.4135131835938,391.0570373535156,342.8272705078125
2652,519.8797607421875,-979.470458984375,404.606689453125,352.4276123046875
2653,491.011474609375,-1004.4903564453124,383.7791748046875,335.3250427246094
2654,489.638916015625,-1009.471923828125,384.6991882324219,335.8037414550781
2655,515.6985473632811,-991.6026611328124,401.6820983886719,352.8427429199219
2656,526.9032592773439,-989.4298095703124,411.2375183105469,360.95831298828125
2657,490.8544006347656,-1009.8047485351562,383.0498962402344,338.9527282714844
2658,491.7744140625,-1010.59765625,380.2225341796875,340.321533203125
2659,513.8360595703125,-990.4395751953124,399.7560424804688,353.2728271484375
2660,522.5949096679689,-980.9290161132812,401.73443603515625,355.415771484375
2661,497.2309265136719,-1006.3603515625,380.77978515625,333.1596374511719
2662,493.042236328125,-1013.4736328125,372.7464904785156,331.80206298828125
2663,516.2296142578125,-984.5679321289062,391.7414245605469,346.1856994628906
2664,516.166015625,-983.2814331054688,395.86279296875,343.0479431152344
2665,494.1417541503906,-1005.563720703125,380.4843444824219,334.6929931640625
2666,493.0571899414063,-1006.8128662109376,373.6964111328125,328.8363037109375
2667,509.5538940429688,-982.9522705078124,393.6412963867188,348.6091613769531
2668,513.0282592773439,-984.9194946289062,395.1746520996094,346.2530212402344
2669,495.2151184082031,-1009.3110961914062,378.2216796875,330.23876953125
2670,480.999755859375,-1009.5130615234376,371.3365478515625,332.44158935546875
2671,513.7388305664061,-988.1171264648438,401.5511779785156,349.46185302734375
2672,512.9572143554689,-981.1085205078124,399.9430236816406,347.6704406738281
2673,492.3690490722656,-1002.5755615234376,378.6704711914063,332.59490966796875
2674,492.9599609375,-1007.8001708984376,373.3336486816406,328.7839660644531
2675,519.509521484375,-984.0405883789062,392.0668029785156,342.7337951660156
2676,519.546875,-993.2819213867188,394.4117126464844,344.8056945800781
2677,499.0185852050781,-1012.9425659179688,374.5491027832031,328.0247497558594
2678,498.9998779296875,-999.998779296875,377.458740234375,330.2051086425781
2679,522.4864501953125,-981.5984497070312,397.1194152832031,347.8387451171875
2680,524.5359497070311,-979.2797241210938,402.6133117675781,353.2915344238281
2681,493.1581726074219,-1006.2593383789062,378.92852783203125,333.50372314453125
2682,490.31585693359375,-1011.2184448242188,371.7105407714844,329.8460998535156
2683,511.6445007324219,-988.2105712890624,393.6487731933594,344.5738220214844
2684,517.9312744140625,-988.3377685546876,395.2532043457031,346.6494445800781
2685,500.9820251464844,-1005.6497192382812,376.8416748046875,335.403564453125
2686,495.2936401367188,-1003.7236938476562,375.6411743164063,332.45654296875
2687,507.8559875488281,-991.7073974609376,394.7183837890625,342.1241760253906
2688,516.1099243164061,-990.58544921875,403.6530151367188,350.2995910644531
2689,497.1823120117188,-1011.4091796875,377.91876220703125,337.3558044433594
2690,493.6032104492188,-1014.3487548828124,379.5306701660156,331.6898498535156
2691,511.1957092285156,-993.7568969726562,398.3086853027344,350.1238098144531
2692,516.0650634765625,-990.8359985351562,398.4134216308594,346.7130432128906
2693,490.4617004394531,-1009.3447875976562,373.68145751953125,327.7816467285156
2694,490.5252685546875,-1007.86376953125,372.9222412109375,327.8452453613281
2695,515.073974609375,-987.6121826171876,390.03228759765625,339.7268981933594
2696,513.4695434570311,-982.6904907226562,391.0046691894531,340.2093505859375
2697,489.6314392089844,-1000.6868896484376,366.9122314453125,326.2296142578125
2698,481.78887939453125,-1008.3424682617188,366.3624572753906,320.21209716796875
2699,516.1211547851561,-978.015625,394.8642578125,336.5928649902344
2700,521.24853515625,-983.44970703125,391.8386535644531,340.07098388671875
2701,497.5675048828125,-1004.1350708007812,376.800537109375,332.0451354980469
2702,502.5191345214844,-1003.6414184570312,376.6285095214844,329.38983154296875
2703,521.7572021484375,-987.9824829101562,395.3167724609375,343.9791564941406
2704,520.23876953125,-989.4335327148438,394.6323852539063,343.36956787109375
2705,493.6593017578125,-1012.93505859375,371.7030334472656,327.0561218261719
2706,494.6877746582031,-1008.2078247070312,369.9153747558594,324.5092468261719
2707,512.4971923828125,-985.0092163085938,391.9097290039063,337.16131591796875
2708,517.6395263671875,-986.2135009765624,386.2437744140625,336.66766357421875
2709,492.0997619628906,-1000.4550170898438,363.7894287109375,321.1059265136719
2710,492.8215637207031,-1005.9564208984376,364.6234130859375,320.6908264160156
2711,512.08203125,-981.665771484375,393.82080078125,341.70904541015625
2712,515.8107299804689,-990.57421875,401.0724792480469,349.67877197265625
2713,494.9159240722656,-1005.5113525390624,378.1169738769531,335.74017333984375
2714,494.5643615722656,-1010.9230346679688,383.89886474609375,340.9797668457031
2715,518.7091674804689,-993.1846313476562,402.400146484375,353.1980285644531
2716,518.9260864257811,-989.87109375,405.5154724121094,352.5024108886719
2717,498.3453979492188,-1011.0763549804688,383.3640441894531,337.25482177734375
2718,495.0655212402344,-1013.4137573242188,380.9256286621094,334.053466796875
2719,524.2554321289061,-995.1705322265624,399.12774658203125,344.3569030761719
2720,527.785888671875,-995.3612670898438,403.5108947753906,349.28607177734375
2721,503.1698913574219,-1012.4189453125,382.2570495605469,326.764404296875
2722,495.2562561035156,-1015.7025756835938,379.6316223144531,327.36279296875
2723,519.969482421875,-987.8814697265624,400.3506774902344,346.6307678222656
2724,523.2119750976561,-985.8357543945312,403.85870361328125,344.5401611328125
2725,494.37738037109375,-1006.4238891601562,387.83697509765625,328.9522399902344
2726,493.1843566894531,-1009.4644165039062,385.5257263183594,329.21405029296875
2727,524.30029296875,-980.4652709960938,410.7588195800781,350.8194580078125
2728,514.5130004882811,-989.1567993164062,397.45599365234375,346.5671691894531
2729,494.58306884765625,-1006.6931762695312,379.4035034179688,332.879150390625
2730,495.0505676269531,-1015.13037109375,380.64141845703125,332.59490966796875
2731,514.0230712890625,-991.24365234375,402.3029174804688,347.21417236328125
2732,516.9962768554689,-990.1665649414062,403.35382080078125,347.98834228515625
2733,490.7122802734375,-1015.6951293945312,378.9509582519531,325.2048645019531
2734,485.7008056640625,-1008.7725830078124,377.0324096679688,327.0748291015625
2735,509.5052795410156,-984.6988525390624,394.4827880859375,345.28814697265625
2736,510.9152221679688,-981.0972900390624,395.4626159667969,342.3710021972656
2737,483.7635498046875,-996.595458984375,380.70123291015625,334.1656799316406
2738,486.2356262207031,-994.5198364257812,373.7038879394531,328.5146789550781
2739,504.9613037109375,-968.7817993164062,395.8665466308594,346.70556640625
2740,510.0774841308594,-970.7116088867188,404.0494384765625,359.5408935546875
2741,484.3731384277344,-994.80029296875,382.9713745117188,343.33966064453125
2742,481.504638671875,-997.82958984375,378.3899841308594,337.8083190917969
2743,511.93994140625,-974.5076293945312,401.49884033203125,347.0645751953125
2744,513.6041870117189,-976.7739868164062,403.256591796875,353.407470703125
2745,484.4442138671875,-1000.997314453125,381.7558898925781,332.4453125
2746,491.80059814453125,-1005.2421264648438,383.1583557128906,331.12139892578125
2747,512.5346069335939,-984.13037109375,405.38458251953125,347.73028564453125
2748,515.3058471679689,-988.966064453125,398.8509826660156,351.6646728515625
2749,493.0833740234375,-1003.5740966796876,373.6739807128906,324.66259765625
2750,495.6077880859375,-1003.2936401367188,378.40869140625,330.5491943359375
2751,516.4876708984375,-983.3150634765624,401.4539489746094,350.7783203125
2752,515.5863647460939,-982.06591796875,400.7919921875,347.4348449707031
2753,489.28363037109375,-1008.2340087890624,379.82611083984375,334.6817626953125
2754,488.4833068847656,-1007.2504272460938,376.59857177734375,334.2890930175781
2755,510.2420349121094,-983.3375244140624,393.4842224121094,348.5530700683594
2756,513.9520263671875,-976.6618041992188,388.10626220703125,351.1298522949219
2757,488.1055603027344,-999.23583984375,368.6064147949219,328.48101806640625
2758,490.3756713867188,-1004.071533203125,370.7194519042969,329.9994201660156
2759,515.9640502929689,-984.036865234375,392.2201232910156,342.7637023925781
2760,521.2335815429689,-984.0855102539062,401.4464721679688,345.48260498046875
2761,496.8756408691406,-1006.3004760742188,382.1336364746094,333.50372314453125
2762,488.617919921875,-1007.2691040039062,375.7159729003906,333.2120056152344
2763,521.0316162109375,-986.85302734375,402.4450378417969,346.5409851074219
2764,526.974365234375,-986.2695922851562,401.5362243652344,351.45147705078125
2765,494.7925109863281,-1003.3048095703124,379.66156005859375,339.734375
2766,491.9464416503906,-1004.5576782226562,379.2464294433594,335.9608154296875
2767,512.9235229492189,-981.3403930664062,398.4208984375,355.4195251464844
2768,507.9794006347656,-978.3746337890624,396.41632080078125,354.241455078125
2769,484.8106994628906,-996.5169067382812,374.9866638183594,337.37823486328125
2770,488.95452880859375,-1001.7789306640624,372.6567077636719,336.1852111816406
2771,502.5640258789063,-979.3507690429688,394.5164489746094,353.7178649902344
2772,517.3067016601561,-975.562255859375,401.3492431640625,358.149658203125
2773,488.35986328125,-1002.3848266601562,380.9443359375,341.4397888183594
2774,488.793701171875,-1007.5870361328124,376.6995544433594,335.8037414550781
2775,514.2213134765625,-983.872314453125,399.8719787597656,348.4595642089844
2776,519.2701416015625,-972.7498779296876,404.5580749511719,356.4816589355469
2777,492.09228515625,-997.100341796875,379.7924499511719,338.56005859375
2778,498.1995544433594,-1001.7340698242188,381.0415649414063,335.0445556640625
2779,516.117431640625,-987.9600219726562,395.5860595703125,346.9112548828125
2780,518.4249267578125,-983.027099609375,398.7724304199219,349.6114501953125
2781,498.7642822265625,-1008.4883422851562,374.2798461914063,336.705078125
2782,486.7591857910156,-1005.9713745117188,366.62799072265625,327.0411682128906
2783,513.2152709960939,-985.3421020507812,393.0466613769531,343.0068054199219
2784,511.012451171875,-980.7307739257812,394.781982421875,345.1460266113281
2785,491.2395935058594,-997.4369506835938,373.7038879394531,328.8251037597656
2786,487.9709167480469,-1001.195556640625,371.6880798339844,329.7039794921875
2787,511.2293701171875,-980.5774536132812,396.6145324707031,352.26678466796875
2788,518.9746704101561,-978.5055541992188,405.2349853515625,352.3004455566406
2789,499.0223388671875,-998.7047729492188,380.7311706542969,331.40936279296875
2790,497.8367919921875,-999.6060791015624,379.0444641113281,328.0097961425781
2791,518.4735717773439,-981.7966918945312,399.7298583984375,345.942626953125
